DataId,ClienteId,ProdutoId,Quantidade,PrecoUnitario,PercentagemDesconto,ValorTotal,Canal
2021-01-24,390,112,5,238.21,25.00,1191.03,Online
2016-05-26,391,34,3,341.75,33.00,1025.25,"Loja Física"
2018-11-17,391,144,4,323.85,36.00,1295.40,"Loja Física"
2022-04-27,391,101,2,11.93,19.00,23.85,Online
2022-11-18,391,67,2,667.50,40.00,1334.99,Online
2021-11-22,392,126,4,149.00,27.00,595.98,Online
2023-05-25,392,27,5,132.97,17.00,664.83,Online
2021-11-14,393,127,5,176.05,0.00,880.25,Online
2022-03-12,394,124,4,343.67,6.00,1374.68,Online
2022-08-23,396,168,2,67.36,50.00,134.71,Online
2022-09-29,396,26,1,485.71,50.00,485.71,Online
2024-05-09,397,58,3,473.25,31.00,1419.75,Online
2022-04-25,398,44,1,949.90,27.00,949.90,Online
2022-11-14,398,25,5,142.44,19.00,712.20,Online
2024-12-25,399,94,2,325.13,47.00,650.25,Online
2021-05-09,400,32,3,498.51,21.00,1495.54,Online
2023-08-11,400,95,5,128.13,45.00,640.65,Online
2025-01-16,401,161,1,1051.02,14.00,1051.02,Online
2021-04-24,402,153,4,7.03,44.00,28.13,Online
2021-09-29,402,130,5,274.44,50.00,1372.18,Online
2021-10-12,403,154,3,308.65,14.00,925.95,Online
2021-05-02,404,152,4,50.31,33.00,201.23,Online
2024-08-07,404,27,2,478.57,41.00,957.14,Online
2021-03-23,405,174,2,271.11,25.00,542.22,Online
2023-06-21,406,168,2,154.01,44.00,308.01,Online
2024-06-14,406,82,5,138.07,0.00,690.33,Online
2023-07-27,408,89,5,79.67,38.00,398.35,Online
2024-01-16,408,141,3,486.02,50.00,1458.06,Online
2024-02-17,409,127,5,90.39,21.00,451.96,Online
2025-02-22,409,40,2,632.65,47.00,1265.29,Online
2023-02-13,410,95,2,58.08,48.00,116.15,Online
2024-10-09,410,38,4,114.53,31.00,458.12,Online
2024-03-28,412,26,3,473.72,34.00,1421.17,Online
2021-11-06,413,38,4,201.96,12.00,807.85,Online
2024-01-15,414,171,2,605.16,18.00,1210.32,Online
2021-05-01,415,69,1,135.86,15.00,135.86,Online
2023-10-14,415,147,4,231.14,33.00,924.57,Online
2021-07-21,417,140,5,43.54,10.00,217.68,Online
2021-08-20,417,131,1,1441.06,16.00,1441.06,Online
2021-09-17,418,11,2,604.18,27.00,1208.35,Online
2022-05-31,418,159,2,154.16,30.00,308.31,Online
2023-09-25,418,21,5,222.05,12.00,1110.24,Online
2024-12-14,418,54,5,18.17,35.00,90.84,Online
2022-02-23,419,163,4,258.13,4.00,1032.52,Online
2021-06-11,420,125,1,796.95,49.00,796.95,Online
2021-05-05,421,18,1,1491.57,9.00,1491.57,Online
2021-06-06,421,96,3,338.59,13.00,1015.77,Online
2024-08-27,421,52,1,301.70,2.00,301.70,Online
2022-11-13,423,159,2,494.58,48.00,989.15,Online
2022-08-20,425,111,3,422.83,42.00,1268.48,Online
2023-03-12,425,119,1,540.31,41.00,540.31,Online
2024-11-15,425,48,4,308.69,19.00,1234.76,Online
2021-10-19,426,142,5,5.89,19.00,29.45,Online
2023-09-04,426,77,4,349.45,30.00,1397.81,Online
2021-04-10,428,70,5,160.51,16.00,802.54,Online
2024-06-05,428,45,2,14.22,27.00,28.44,Online
2023-04-02,429,59,4,202.75,34.00,811.01,Online
2024-02-05,429,52,3,175.89,1.00,527.67,Online
2024-01-06,430,92,5,70.52,29.00,352.59,Online
2024-04-18,431,32,1,136.85,9.00,136.85,Online
2023-01-21,433,68,3,200.06,35.00,600.18,Online
2023-01-31,433,55,5,177.24,6.00,886.20,Online
2023-04-14,434,55,2,241.54,28.00,483.07,Online
2024-04-02,434,128,1,578.58,19.00,578.58,Online
2024-08-28,434,172,1,1301.33,50.00,1301.33,Online
2021-01-22,435,168,5,196.05,29.00,980.27,Online
2021-06-20,436,36,3,399.35,9.00,1198.04,Online
2022-02-25,436,103,3,111.99,44.00,335.96,Online
2021-07-06,437,95,4,71.60,27.00,286.41,Online
2022-08-14,440,116,5,32.95,24.00,164.73,Online
2025-02-12,440,126,4,280.12,12.00,1120.48,Online
2021-10-06,441,71,2,520.03,41.00,1040.05,Online
2025-02-25,441,113,1,153.06,38.00,153.06,Online
2022-08-16,442,20,4,28.88,10.00,115.53,Online
2023-12-19,442,53,5,198.13,42.00,990.65,Online
2025-02-28,442,78,5,11.88,27.00,59.42,Online
2025-04-08,442,159,2,749.44,25.00,1498.88,Online
2022-10-13,443,66,2,556.30,5.00,1112.60,Online
2025-03-05,443,138,3,112.38,40.00,337.14,Online
2024-07-17,444,56,2,675.38,7.00,1350.75,Online
2010-09-06,445,91,2,379.97,43.00,759.93,"Loja Física"
2010-11-27,445,116,2,364.86,18.00,729.71,"Loja Física"
2011-10-14,445,39,3,168.99,24.00,506.97,"Loja Física"
2013-07-25,445,17,2,497.08,8.00,994.16,"Loja Física"
2014-12-25,445,11,1,498.51,31.00,498.51,"Loja Física"
2015-11-13,445,88,1,131.66,38.00,131.66,"Loja Física"
2016-04-07,445,67,2,164.69,8.00,329.38,"Loja Física"
2021-07-14,445,157,3,321.50,18.00,964.51,Online
2023-03-07,445,150,5,136.85,2.00,684.26,Online
2023-07-17,445,59,2,142.92,21.00,285.84,Online
2024-04-04,446,100,1,991.17,17.00,991.17,Online
2022-03-27,447,74,4,260.48,20.00,1041.90,Online
2022-05-12,447,117,5,126.85,23.00,634.25,Online
2023-06-17,448,52,2,217.39,12.00,434.77,Online
2023-06-30,448,15,4,98.76,47.00,395.05,Online
2022-01-06,449,56,5,110.80,4.00,554.00,Online
2023-12-28,449,69,3,383.61,11.00,1150.83,Online
2024-07-27,450,44,5,35.87,6.00,179.35,Online
2022-10-26,451,31,5,222.73,0.00,1113.66,Online
2021-07-05,453,141,3,171.29,37.00,513.87,Online
2023-08-22,453,160,5,14.61,21.00,73.05,Online
2024-05-05,453,121,4,312.16,35.00,1248.64,Online
2021-10-16,454,146,4,133.21,35.00,532.82,Online
2023-11-23,454,111,4,258.88,38.00,1035.51,Online
2022-07-31,455,100,4,305.04,41.00,1220.15,Online
2023-09-11,455,109,5,176.38,31.00,881.92,Online
2022-06-16,456,159,5,149.57,37.00,747.86,Online
2022-02-08,457,144,5,53.10,21.00,265.51,Online
2024-01-21,457,62,2,424.72,2.00,849.44,Online
2023-03-16,460,91,5,278.61,31.00,1393.06,Online
2024-04-16,460,56,4,301.38,44.00,1205.52,Online
2025-03-20,460,96,1,657.76,3.00,657.76,Online
2021-08-25,462,42,1,94.28,34.00,94.28,Online
2021-09-03,463,150,3,405.98,32.00,1217.94,Online
2022-01-25,464,94,1,169.46,41.00,169.46,Online
2024-02-05,465,10,1,1132.62,3.00,1132.62,Online
2024-08-21,465,114,1,1029.69,3.00,1029.69,Online
2021-03-15,466,14,2,31.81,14.00,63.61,Online
2022-04-24,466,26,5,142.65,14.00,713.23,Online
2022-05-21,466,9,5,192.07,2.00,960.35,Online
2024-12-14,466,79,2,295.92,50.00,591.84,Online
2021-05-11,467,173,1,1165.11,47.00,1165.11,Online
2024-05-10,467,89,3,244.20,36.00,732.59,Online
2024-10-25,469,126,2,534.15,25.00,1068.29,Online
2021-08-25,471,108,1,385.84,1.00,385.84,Online
2023-09-23,471,69,3,389.52,46.00,1168.55,Online
2023-11-29,471,69,1,527.68,28.00,527.68,Online
2023-04-03,472,121,5,20.33,36.00,101.66,Online
2022-01-09,473,40,3,328.81,34.00,986.42,Online
2021-06-28,474,108,3,214.12,42.00,642.36,Online
2022-09-05,474,111,1,211.63,1.00,211.63,Online
2024-01-19,474,69,4,169.28,23.00,677.13,Online
2024-04-28,474,107,1,1070.02,16.00,1070.02,Online
2021-07-15,475,41,4,246.04,23.00,984.16,Online
2022-11-18,475,77,1,982.62,32.00,982.62,Online
2024-01-17,475,34,5,261.39,48.00,1306.94,Online
2021-12-21,476,103,1,954.12,28.00,954.12,Online
2025-02-23,476,7,5,256.27,26.00,1281.35,Online
2022-08-18,477,144,4,6.03,50.00,24.11,Online
2023-11-11,478,8,5,75.16,14.00,375.80,Online
2021-05-17,479,126,1,1163.70,35.00,1163.70,Online
2023-03-21,479,114,4,287.53,11.00,1150.10,Online
2024-08-20,479,107,1,123.38,3.00,123.38,Online
2022-10-19,482,133,2,148.05,46.00,296.09,Online
2024-05-01,482,103,2,540.72,20.00,1081.44,Online
2021-01-31,483,32,3,362.24,27.00,1086.71,Online
2022-06-23,483,101,3,32.90,45.00,98.70,Online
2022-08-19,483,160,5,196.92,18.00,984.61,Online
2024-02-22,483,67,5,216.36,6.00,1081.80,Online
2022-09-01,485,97,5,65.87,33.00,329.35,Online
2024-04-30,485,91,1,1128.35,14.00,1128.35,Online
2023-04-03,486,30,5,152.71,6.00,763.53,Online
2022-01-16,487,135,1,1135.14,45.00,1135.14,Online
2020-11-24,488,123,2,264.50,6.00,529.00,"Loja Física"
2023-08-08,489,162,5,44.11,19.00,220.55,Online
2025-02-01,489,110,2,185.04,37.00,370.07,Online
2021-05-19,490,27,3,169.40,50.00,508.21,Online
2023-08-28,490,24,5,133.30,27.00,666.52,Online
2021-07-22,491,116,2,645.82,22.00,1291.64,Online
2021-12-29,491,139,5,183.15,49.00,915.74,Online
2010-09-21,492,28,2,270.81,46.00,541.62,"Loja Física"
2018-03-28,492,74,2,726.04,16.00,1452.08,"Loja Física"
2023-09-15,492,111,1,647.22,7.00,647.22,Online
2023-11-05,492,153,2,721.62,8.00,1443.23,Online
2015-02-06,493,46,3,315.74,49.00,947.21,"Loja Física"
2024-06-17,493,101,2,61.14,42.00,122.28,Online
2023-02-19,495,73,3,397.37,34.00,1192.11,Online
2023-05-03,495,12,4,35.92,34.00,143.69,Online
2023-06-26,495,154,5,190.74,11.00,953.70,Online
2021-09-17,496,43,5,291.21,11.00,1456.06,Online
2023-04-08,496,168,2,601.31,37.00,1202.62,Online
2023-05-24,496,14,5,115.34,24.00,576.72,Online
2022-10-08,497,100,1,787.55,25.00,787.55,Online
2024-09-07,498,17,1,1317.36,31.00,1317.36,Online
2023-12-12,499,167,1,1350.53,47.00,1350.53,Online
2025-01-24,499,99,2,280.06,2.00,560.12,Online
2021-01-09,500,37,5,163.68,22.00,818.40,Online
2023-10-23,500,138,3,273.86,15.00,821.59,Online
2021-01-25,505,111,3,89.53,28.00,268.59,Online
2021-08-31,505,99,4,328.63,10.00,1314.52,Online
2022-02-02,507,68,1,1204.10,28.00,1204.10,Online
2021-06-03,508,70,4,85.44,32.00,341.75,Online
2023-10-15,508,63,3,293.30,27.00,879.89,Online
2024-10-31,508,75,5,93.84,8.00,469.21,Online
2023-10-01,511,155,3,28.23,36.00,84.70,Online
2024-01-18,511,23,3,95.97,18.00,287.92,Online
2024-08-04,511,158,3,308.33,40.00,924.98,Online
2023-10-23,512,105,3,333.81,14.00,1001.42,Online
2022-01-27,513,85,5,166.80,23.00,833.99,Online
2023-01-01,513,76,4,141.34,48.00,565.36,Online
2023-04-18,514,52,1,1085.52,14.00,1085.52,Online
2021-09-07,515,41,3,418.51,25.00,1255.52,Online
2021-10-06,517,74,3,39.35,43.00,118.04,Online
2023-10-22,517,136,5,94.58,29.00,472.90,Online
2025-01-18,517,137,1,1478.75,10.00,1478.75,Online
2021-09-30,519,128,5,291.10,10.00,1455.49,Online
2022-09-10,519,131,4,81.05,5.00,324.18,Online
2024-12-28,519,69,1,1302.19,20.00,1302.19,Online
2022-01-25,520,139,4,269.11,19.00,1076.44,Online
2023-06-14,520,117,5,206.30,34.00,1031.52,Online
2021-07-29,521,21,3,207.80,49.00,623.41,Online
2022-12-13,521,99,4,149.94,4.00,599.76,Online
2011-06-03,522,127,5,155.84,6.00,779.19,"Loja Física"
2015-04-10,522,74,4,226.38,10.00,905.53,"Loja Física"
2023-07-04,522,33,4,234.27,25.00,937.07,Online
2024-02-20,522,92,5,190.34,1.00,951.70,Online
2022-02-02,523,129,5,201.35,32.00,1006.73,Online
2022-05-21,523,60,2,296.61,3.00,593.21,Online
2023-01-10,523,70,1,612.70,12.00,612.70,Online
2024-09-16,523,72,1,1449.64,9.00,1449.64,Online
2025-01-26,523,15,1,896.00,28.00,896.00,Online
2021-04-19,524,88,3,327.85,26.00,983.55,Online
2021-04-30,524,105,4,259.52,45.00,1038.09,Online
2023-09-09,525,17,3,138.82,36.00,416.46,Online
2023-11-01,525,175,1,339.28,19.00,339.28,Online
2023-08-23,527,40,2,292.40,29.00,584.79,Online
2024-10-16,527,124,3,261.55,15.00,784.65,Online
2024-09-22,528,55,1,832.65,23.00,832.65,Online
2025-03-04,528,121,2,424.47,41.00,848.93,Online
2022-03-10,529,101,3,268.42,48.00,805.27,Online
2013-06-24,530,72,5,176.82,7.00,884.10,"Loja Física"
2016-08-16,530,147,3,448.72,32.00,1346.15,"Loja Física"
2018-03-24,530,124,4,179.42,48.00,717.67,"Loja Física"
2023-12-14,530,87,1,188.56,7.00,188.56,Online
2024-10-21,531,115,3,482.81,15.00,1448.42,Online
2022-12-31,532,106,1,723.02,17.00,723.02,Online
2024-03-20,532,147,2,662.56,17.00,1325.11,Online
2021-02-10,533,113,1,639.89,42.00,639.89,Online
2024-07-04,533,149,5,79.83,27.00,399.17,Online
2023-05-06,534,104,3,264.77,23.00,794.32,Online
2023-08-25,534,126,4,254.00,39.00,1015.98,Online
2023-11-21,534,174,4,346.44,40.00,1385.77,Online
2022-02-05,536,2,5,25.96,10.00,129.78,Online
2024-04-30,536,162,1,798.24,7.00,798.24,Online
2024-08-11,536,144,3,412.84,29.00,1238.53,Online
2023-05-23,538,125,4,6.62,18.00,26.46,Online
2025-01-31,538,8,4,127.00,16.00,508.00,Online
2021-11-12,539,6,1,823.86,21.00,823.86,Online
2023-11-05,541,126,4,106.12,39.00,424.46,Online
2022-10-07,544,169,2,361.19,3.00,722.38,Online
2021-04-28,545,96,4,152.19,34.00,608.74,Online
2023-04-13,546,131,3,17.67,14.00,53.01,Online
2023-09-12,546,175,4,331.83,28.00,1327.33,Online
2024-02-08,546,138,3,281.17,3.00,843.51,Online
2021-08-05,547,20,2,692.72,20.00,1385.43,Online
2024-01-12,547,25,1,926.24,30.00,926.24,Online
2024-10-16,548,109,3,36.96,45.00,110.88,Online
2022-09-22,550,29,1,826.25,36.00,826.25,Online
2025-02-11,551,60,1,1138.77,20.00,1138.77,Online
2024-10-08,552,141,2,352.66,39.00,705.32,Online
2023-10-05,553,64,4,57.61,30.00,230.43,Online
2023-04-12,554,84,1,518.89,36.00,518.89,Online
2024-07-31,554,169,5,271.21,0.00,1356.03,Online
2024-11-04,555,166,1,931.15,10.00,931.15,Online
2024-12-24,555,157,4,275.33,31.00,1101.30,Online
2022-11-27,557,106,5,299.73,42.00,1498.63,Online
2023-08-12,557,29,2,599.10,41.00,1198.20,Online
2021-04-28,558,25,3,120.54,17.00,361.61,Online
2025-02-22,558,87,3,105.76,15.00,317.28,Online
2021-02-12,561,167,5,110.29,17.00,551.47,Online
2024-12-16,562,114,1,1447.48,44.00,1447.48,Online
2021-12-21,564,35,5,179.46,24.00,897.28,Online
2022-02-28,565,62,4,52.64,46.00,210.57,Online
2021-08-07,568,110,3,293.26,47.00,879.77,Online
2022-03-14,568,73,2,281.85,44.00,563.70,Online
2024-11-21,568,120,2,304.35,38.00,608.69,Online
2021-07-22,569,174,3,96.63,1.00,289.88,Online
2023-06-24,569,159,1,1226.69,19.00,1226.69,Online
2022-04-15,570,171,5,285.03,7.00,1425.14,Online
2022-08-05,570,113,1,151.72,4.00,151.72,Online
2022-03-06,571,36,1,1193.62,27.00,1193.62,Online
2021-12-13,572,107,3,40.34,22.00,121.02,Online
2022-06-12,572,146,2,246.32,16.00,492.64,Online
2021-05-07,573,27,1,1295.03,37.00,1295.03,Online
2021-03-07,574,52,5,39.30,26.00,196.52,Online
2021-04-21,574,168,2,191.42,8.00,382.83,Online
2021-07-29,574,116,4,165.88,29.00,663.51,Online
2023-03-24,575,147,5,63.21,11.00,316.06,Online
2023-09-23,576,132,1,736.26,47.00,736.26,Online
2024-08-11,577,82,1,254.45,42.00,254.45,Online
2025-02-18,577,172,1,686.73,14.00,686.73,Online
2024-03-16,578,118,2,236.18,9.00,472.35,Online
2022-02-03,579,169,1,1214.78,42.00,1214.78,Online
2022-10-26,579,78,5,104.17,12.00,520.87,Online
2010-06-22,581,120,1,378.13,29.00,378.13,"Loja Física"
2016-11-02,581,33,1,1199.16,5.00,1199.16,"Loja Física"
2021-01-19,581,33,2,87.53,46.00,175.05,Online
2025-02-18,581,90,1,868.83,31.00,868.83,Online
2022-12-08,583,65,4,55.27,46.00,221.07,Online
2023-12-15,583,64,3,46.07,14.00,138.21,Online
2024-03-27,583,61,1,513.51,16.00,513.51,Online
2015-04-28,584,27,2,184.20,6.00,368.39,"Loja Física"
2019-07-22,584,28,1,709.44,31.00,709.44,"Loja Física"
2021-10-05,585,48,3,9.53,48.00,28.59,Online
2024-03-29,586,172,4,351.75,13.00,1407.00,Online
2025-03-16,586,103,2,219.95,43.00,439.89,Online
2024-02-20,587,58,3,253.26,36.00,759.79,Online
2024-06-04,587,115,5,125.67,13.00,628.35,Online
2024-08-29,587,94,1,259.23,25.00,259.23,Online
2022-08-03,589,119,2,140.79,30.00,281.58,Online
2022-08-19,589,54,3,300.98,40.00,902.95,Online
2023-06-26,589,30,3,353.50,40.00,1060.51,Online
2021-03-05,590,33,4,168.72,35.00,674.88,Online
2022-01-12,590,90,5,208.29,10.00,1041.46,Online
2024-03-03,590,93,4,55.79,45.00,223.14,Online
2022-04-27,591,140,5,296.01,18.00,1480.05,Online
2022-03-09,592,14,1,304.30,45.00,304.30,Online
2023-08-04,592,145,2,601.69,47.00,1203.37,Online
2023-10-11,592,67,4,338.26,5.00,1353.05,Online
2011-12-06,593,29,2,717.83,43.00,1435.65,"Loja Física"
2016-10-31,593,6,5,153.44,22.00,767.20,"Loja Física"
2017-12-11,593,53,3,488.68,43.00,1466.05,"Loja Física"
2024-01-05,593,28,5,129.73,42.00,648.67,Online
2024-02-02,593,11,4,97.64,14.00,390.56,Online
2024-06-13,593,39,1,323.71,49.00,323.71,Online
2023-02-21,594,15,1,758.03,26.00,758.03,Online
2024-12-31,594,40,2,160.76,32.00,321.51,Online
2021-02-22,595,168,2,578.46,8.00,1156.92,Online
2021-03-23,595,97,4,329.67,36.00,1318.68,Online
2021-09-25,595,68,3,239.73,20.00,719.20,Online
2023-05-15,595,128,1,504.69,13.00,504.69,Online
2024-07-07,596,133,5,185.02,37.00,925.08,Online
2023-05-13,598,88,5,283.02,19.00,1415.12,Online
2024-09-19,598,74,3,79.43,15.00,238.29,Online
2021-05-09,599,134,1,1158.48,31.00,1158.48,Online
2021-06-10,599,160,2,131.47,47.00,262.94,Online
2022-12-13,599,28,2,448.87,9.00,897.73,Online
2023-03-14,599,38,4,362.54,48.00,1450.15,Online
2023-03-20,599,129,2,625.47,36.00,1250.93,Online
2023-06-21,599,54,5,73.46,28.00,367.32,Online
2021-07-01,600,122,5,265.08,38.00,1325.41,Online
2021-07-16,600,122,2,407.06,24.00,814.11,Online
2022-06-07,600,124,1,1410.57,5.00,1410.57,Online
2023-11-17,600,153,4,119.29,20.00,477.15,Online
2024-12-17,600,87,2,508.56,46.00,1017.11,Online
2021-08-27,601,12,5,66.93,17.00,334.66,Online
2023-08-31,601,122,2,109.14,19.00,218.27,Online
2022-09-21,603,121,2,193.31,2.00,386.62,Online
2024-01-27,603,137,1,615.31,25.00,615.31,Online
2024-11-06,603,149,2,216.17,45.00,432.34,Online
2024-08-18,604,170,3,414.47,8.00,1243.40,Online
2023-08-14,605,147,3,482.15,15.00,1446.45,Online
2023-09-22,605,99,4,314.67,27.00,1258.68,Online
2023-12-26,605,109,5,261.96,16.00,1309.79,Online
2021-08-14,607,122,5,121.08,31.00,605.41,Online
2023-01-23,607,82,1,1222.85,33.00,1222.85,Online
2021-07-09,610,110,3,325.75,7.00,977.24,Online
2022-11-14,610,24,3,89.13,35.00,267.38,Online
2024-05-10,611,50,3,465.79,7.00,1397.36,Online
2021-12-21,612,38,2,633.96,14.00,1267.91,Online
2022-03-25,613,112,5,137.11,44.00,685.56,Online
2022-11-19,613,167,4,285.81,27.00,1143.22,Online
2021-08-21,615,21,1,1304.77,44.00,1304.77,Online
2024-05-09,616,172,5,24.33,38.00,121.65,Online
2018-01-10,617,98,5,182.09,24.00,910.47,"Loja Física"
2021-11-11,617,85,3,466.89,6.00,1400.66,Online
2024-08-15,617,80,4,153.07,6.00,612.27,Online
2021-11-05,618,47,1,1156.81,17.00,1156.81,Online
2024-06-14,619,111,3,345.31,50.00,1035.93,Online
2022-12-30,620,33,4,67.03,33.00,268.11,Online
2024-07-10,620,31,5,125.81,27.00,629.06,Online
2021-01-17,621,127,3,323.80,22.00,971.41,Online
2022-03-07,621,124,1,591.65,25.00,591.65,Online
2021-05-16,622,25,4,153.80,27.00,615.20,Online
2025-03-31,622,112,2,34.53,31.00,69.05,Online
2024-02-15,623,79,5,37.19,31.00,185.95,Online
2010-08-29,624,135,2,252.98,30.00,505.96,"Loja Física"
2014-02-22,624,53,4,108.57,22.00,434.27,"Loja Física"
2016-09-24,624,47,5,292.78,5.00,1463.91,"Loja Física"
2017-04-06,624,76,2,316.11,27.00,632.21,"Loja Física"
2021-04-23,625,128,2,322.99,35.00,645.98,Online
2021-12-24,625,84,2,634.95,27.00,1269.90,Online
2022-12-10,625,100,3,421.33,32.00,1264.00,Online
2023-02-25,625,54,5,64.48,5.00,322.39,Online
2022-05-15,626,106,5,58.59,6.00,292.95,Online
2024-04-15,627,12,1,1461.46,21.00,1461.46,Online
2025-03-06,627,127,4,320.81,18.00,1283.22,Online
2021-04-17,629,159,3,233.47,13.00,700.42,Online
2021-12-21,629,68,3,343.00,50.00,1029.01,Online
2024-04-28,629,81,4,141.01,12.00,564.02,Online
2012-07-10,630,152,3,329.14,40.00,987.43,"Loja Física"
2015-04-05,630,139,5,243.77,16.00,1218.84,"Loja Física"
2021-01-07,630,144,2,388.50,15.00,777.00,Online
2021-05-17,630,55,5,55.34,49.00,276.72,Online
2021-02-15,631,34,3,30.09,5.00,90.26,Online
2021-05-02,631,99,5,143.50,28.00,717.51,Online
2010-01-15,632,24,1,128.53,47.00,128.53,"Loja Física"
2014-02-15,632,36,1,440.58,24.00,440.58,"Loja Física"
2014-10-03,632,132,3,460.07,25.00,1380.21,"Loja Física"
2021-09-06,632,18,1,375.39,43.00,375.39,Online
2012-02-22,633,24,2,715.12,39.00,1430.24,"Loja Física"
2016-09-11,633,133,2,739.31,21.00,1478.62,"Loja Física"
2018-01-29,633,56,1,773.87,49.00,773.87,"Loja Física"
2018-11-14,633,145,3,43.66,36.00,130.97,"Loja Física"
2024-07-06,633,132,2,95.47,40.00,190.94,Online
2024-12-27,633,4,4,119.75,44.00,479.00,Online
2013-12-29,634,18,3,14.32,35.00,42.95,"Loja Física"
2015-12-08,634,48,4,247.05,27.00,988.21,"Loja Física"
2016-08-09,634,32,1,246.48,33.00,246.48,"Loja Física"
2021-06-16,635,122,1,511.92,26.00,511.92,Online
2023-08-30,635,58,1,1459.94,40.00,1459.94,Online
2021-12-04,636,4,5,173.45,26.00,867.25,Online
2022-09-15,636,141,2,176.71,30.00,353.42,Online
2022-12-22,636,160,1,1277.42,18.00,1277.42,Online
2023-07-24,637,98,4,37.44,42.00,149.74,Online
2024-07-03,637,1,3,435.80,0.00,1307.40,Online
2021-11-11,638,36,5,118.55,14.00,592.77,Online
2023-04-27,638,147,5,65.93,11.00,329.64,Online
2023-08-22,638,61,4,70.42,22.00,281.68,Online
2023-01-26,639,134,3,415.84,17.00,1247.51,Online
2024-02-20,639,152,3,201.14,20.00,603.42,Online
2023-09-16,641,106,4,261.54,44.00,1046.17,Online
2024-04-28,641,59,3,169.31,5.00,507.92,Online
2021-10-07,643,107,5,59.79,11.00,298.93,Online
2023-10-20,644,75,5,205.14,18.00,1025.71,Online
2024-05-21,644,28,3,278.02,22.00,834.05,Online
2024-07-06,645,35,3,196.62,27.00,589.87,Online
2022-03-28,646,155,2,139.41,9.00,278.81,Online
2022-07-03,646,115,3,188.22,24.00,564.65,Online
2021-05-22,648,128,5,194.69,2.00,973.47,Online
2023-07-30,648,76,1,124.70,18.00,124.70,Online
2023-04-16,649,96,4,89.23,23.00,356.90,Online
2025-01-26,649,72,4,222.61,5.00,890.43,Online
2025-03-09,649,34,2,365.84,37.00,731.67,Online
2023-07-10,650,16,1,707.72,50.00,707.72,Online
2024-08-22,650,97,5,289.95,8.00,1449.77,Online
2022-07-26,651,2,1,253.09,20.00,253.09,Online
2021-06-17,652,170,4,324.44,50.00,1297.75,Online
2022-01-13,652,56,2,613.04,29.00,1226.08,Online
2024-11-14,652,49,1,347.94,33.00,347.94,Online
2015-12-24,654,147,3,116.58,13.00,349.75,"Loja Física"
2022-01-31,654,116,2,517.10,46.00,1034.20,Online
2022-10-17,654,87,2,525.81,46.00,1051.62,Online
2024-08-05,654,78,4,337.53,43.00,1350.12,Online
2025-01-30,654,58,4,6.98,23.00,27.91,Online
2022-11-07,656,123,5,83.93,0.00,419.65,Online
2021-05-30,657,91,1,754.17,37.00,754.17,Online
2024-03-07,659,133,1,971.46,2.00,971.46,Online
2023-09-28,660,69,3,77.60,6.00,232.79,Online
2021-09-09,662,116,2,425.43,48.00,850.85,Online
2022-10-24,662,153,2,702.25,35.00,1404.50,Online
2024-02-23,662,19,1,927.02,5.00,927.02,Online
2025-04-04,662,24,1,1357.27,7.00,1357.27,Online
2023-08-13,664,20,2,351.37,14.00,702.74,Online
2025-01-11,665,49,4,74.34,14.00,297.35,Online
2023-03-31,666,75,1,1497.55,16.00,1497.55,Online
2025-03-29,669,8,5,272.68,13.00,1363.42,Online
2024-04-17,670,32,3,20.98,26.00,62.94,Online
2023-02-07,671,12,5,103.96,0.00,519.79,Online
2024-11-23,671,106,4,358.82,35.00,1435.27,Online
2021-12-15,672,153,2,418.89,16.00,837.78,Online
2021-03-14,673,52,2,92.53,27.00,185.06,Online
2021-07-11,673,6,2,15.22,4.00,30.44,Online
2022-05-25,673,11,3,12.86,6.00,38.59,Online
2022-10-08,673,39,4,370.42,22.00,1481.69,Online
2024-01-17,673,58,5,73.11,38.00,365.56,Online
2021-06-02,675,125,2,351.08,1.00,702.15,Online
2021-09-08,675,160,4,312.62,4.00,1250.47,Online
2024-04-04,675,108,1,534.05,17.00,534.05,Online
2012-01-12,676,77,1,1272.39,36.00,1272.39,"Loja Física"
2013-02-11,676,41,2,559.30,31.00,1118.59,"Loja Física"
2015-06-05,676,121,2,248.84,20.00,497.67,"Loja Física"
2023-03-17,676,174,4,246.37,3.00,985.47,Online
2023-08-08,676,138,3,452.47,39.00,1357.42,Online
2021-06-10,678,96,1,1121.91,34.00,1121.91,Online
2024-11-28,679,173,2,379.58,48.00,759.16,Online
2023-08-31,680,88,4,251.64,3.00,1006.55,Online
2022-01-31,682,85,1,451.30,5.00,451.30,Online
2022-11-14,682,163,1,158.11,31.00,158.11,Online
2022-10-18,683,165,4,202.37,8.00,809.47,Online
2021-05-25,684,83,5,127.31,20.00,636.57,Online
2022-01-06,684,169,1,758.42,22.00,758.42,Online
2022-03-13,685,42,3,99.76,42.00,299.28,Online
2023-08-23,685,8,5,107.26,27.00,536.28,Online
2025-01-25,685,84,2,288.93,32.00,577.85,Online
2022-08-08,687,60,1,1153.49,26.00,1153.49,Online
2023-01-27,687,45,4,337.18,41.00,1348.73,Online
2025-02-01,687,61,2,236.15,10.00,472.29,Online
2021-01-27,688,162,4,20.37,0.00,81.46,Online
2021-09-30,688,19,4,179.71,50.00,718.85,Online
2024-07-02,690,20,4,213.44,45.00,853.76,Online
2022-01-19,691,59,5,9.38,29.00,46.91,Online
